280006D5 = fx_character.fxl | fx_character_rooting_attack
58000175 = fx_dialog.fxl | Persephone_Misc Lines_Persephone_ThatsWrong
580001BE = fx_dialog.fxl | Merovingian_Follows_Merovingian_MakeYourselfUsefulAndLeadTheWay
580001C0 = fx_dialog.fxl | Merovingian_Gives Item_Merovingian_IHaveSomethingForYou
580001F3 = fx_dialog.fxl | Morpheus_Warns Threatening Player_Morpheus_YouWouldBeWiseToRespectMyExp
5800021A = fx_dialog.fxl | Morpheus_Quest for Neo's Remains_Morpheus_IWillReturnNeoToZionIfItTakesMyVeryLastBreath
58000269 = fx_dialog.fxl | Oracle_Random Quotes_Oracle_TheFutureDoesntCareAboutYou
58000301 = fx_dialog.fxl | Seraph_Stops Following_Seraph_IWillWaitHere
860000BC = fx_environmental.fxl | Sounds_safe_large_open
86000005 = fx_handcombat.fxl | sounds_Grapple
280005AF = fx_interlock.fxl | fx_interlock_Virus_Launcher_launch_virus_hurtful
1246312F = fx_live_events_2.fxl | live_event_2_3_Fly_Infestation_fly_virus_bench
28000490 = fx_object.fxl | fx_object_traffic_lights_6l2w_red
2800067A = fx_object.fxl | Club_moving_light4
280009B2 = fx_object.fxl | fx_object_Interface_neighborhood_names_lucero_point
0400007D = fx_object.fxl | fx_object_luggable_auracomps
22000063 = fx_ui.fxl | Combat_Text_CombatText_Info_Red
280005EA = fx_character.fxl | fx_character_multipartite_corruption_cast
280005F7 = fx_character.fxl | fx_character_health_regeneration_cast
28000719 = fx_character.fxl | combat_rev9_components_precise_power_rightfoot
28000726 = fx_character.fxl | combat_rev9_powershot_target
860000EC = fx_character.fxl | Emotes_pullhair_male
28000069 = fx_character.fxl | viruscast_split_gaussian_blur_gaussianblur2_start
2800006E = fx_character.fxl | fx_character_gaussian_blur3
2800014A = fx_character.fxl | viruscast_split_ravager_ravager_middle
28000185 = fx_character.fxl | viruscast_split_network_firewall_networkfirewall1_middle
280001E2 = fx_character.fxl | viruscast_split_inefficiency_field_inefficiencyfield2_start
28000897 = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy4_middle
2800094D = fx_character.fxl | viruscast_split_static_field_staticfield1_end
2800095F = fx_character.fxl | viruscast_split_fixsimulacra_fixsimulacra_middle
280009CD = fx_character.fxl | viruscast_split_proxycoder_proxycoder
58000109 = fx_dialog.fxl | Sati_GROUPED MESSAGES_Sati_Greets_Ally
5800030F = fx_dialog.fxl | Seraph_Being Attacked_Seraph_ThisAttackMustStop
8600010E = fx_handcombat.fxl | sounds_bump_human
08000008 = fx_npc.fxl | unlimit_eyes
28000491 = fx_object.fxl | fx_object_traffic_lights_6l2w_yellow
2800066E = fx_object.fxl | fx_object_missionobject_warning
28000007 = fx_object.fxl | fx_object_Interface_tutorial_transition
2800075E = fx_props.fxl | props_dt_largesigns_dt_largesign10_small
280006F9 = fx_character.fxl | fx_character_synaptic_circle_kick_target
28000031 = fx_character.fxl | viruscast_split_bolster_health_bolsterhealth1_start
2800006C = fx_character.fxl | viruscast_split_gaussian_blur_gaussianblur3_start
280000F7 = fx_character.fxl | viruscast_split_sweep_party1_sweepparty1_end
28000178 = fx_character.fxl | viruscast_split_overload_overload1_end
280007C7 = fx_character.fxl | viruscast_split_enhanced_dodge_enhanceddodge_middle
28000818 = fx_character.fxl | viruscast_split_destroy_health_destroyhealth
2800089B = fx_character.fxl | viruscast_split_remoteproxy_remoteproxy5_middle
28000982 = fx_character.fxl | viruscast_split_panicked_heal_panickedheal_middle
12463170 = fx_character.fxl | combat_rev9_components_powershot_leftfoot
58000131 = fx_dialog.fxl | Niobe_GROUPED MESSAGES_Niobe_Receives_Item
580001A2 = fx_dialog.fxl | Merovingian_Thanks for Assistance_Merovingian_Merci
5800021D = fx_dialog.fxl | Morpheus_Stops Following_Morpheus_AllRightButLetsNotDelayTooLong
DE000056 = fx_live_events.fxl | event_2_1_corrupted_v1_c_v1_body
DE000084 = fx_live_events.fxl | event_2_1_corrupted_v3_death_children_c_v1_head_death_v3
0400002F = fx_npc.fxl | oligarchs_children_foot_right
28000690 = fx_object.fxl | Traps_detect_shock_component_light
280006CD = fx_object.fxl | fx_object_Interface_construct_zoom_in
28000793 = fx_object.fxl | fx_object_Interface_fade_from_black
280009C8 = fx_object.fxl | fx_object_Interface_neighborhood_names_vauxton
2800074E = fx_props.fxl | props_dt_largesigns_dt_largesign02_small
860001C2 = fx_sound_ambient.fxl | World Int_HelClub Spawner
280008E5 = fx_weapon.fxl | fx_weapon_bullet_impacts_robot_RobotShot_HB
280005DE = fx_character.fxl | fx_character_delete_upgrade_cast
2800064F = fx_character.fxl | fx_character_packet_sniffer
28000074 = fx_character.fxl | viruscast_split_bolster_health_bolsterhealth2_start
280000FB = fx_character.fxl | viruscast_split_sweep_party1_sweepparty2_end
280009EE = fx_character.fxl | viruscast_split_white_noise_whitenoise_component1
58000195 = fx_dialog.fxl | Persephone_Cell Phone_Persephone_IWillMeetYouThere
58000383 = fx_dialog.fxl | StoryItems_TwoAgentsTalk
86000009 = fx_environmental.fxl | Lightning_Lightning_Small_0_indoor
86000141 = fx_environmental.fxl | Sounds_door_wood_heavy_close
8600003E = fx_footsteps.fxl | fx_footsteps_Footsteps_Grass_Left
DE000083 = fx_live_events.fxl | event_2_1_corrupted_v3_death_c_v3_death
28000697 = fx_object.fxl | Club_stationary_clublights
28000783 = fx_object.fxl | fx_object_Interface_fog_anim
280009A0 = fx_object.fxl | fx_object_Interface_neighborhood_names_district_shinjuku
280009DC = fx_object.fxl | fx_object_loot_component
040000AA = fx_object.fxl | fx_object_Searchlight_sleep1_loop
2800052C = fx_props.fxl | props_ceiling_fan_default
28000750 = fx_props.fxl | props_dt_largesigns_dt_largesign03_small
280004A4 = fx_character.fxl | fx_character_invisible
280005F8 = fx_character.fxl | fx_character_multipartite_health_regeneration_cast
28000720 = fx_character.fxl | combat_rev9_precise_speed_loop
86000150 = fx_character.fxl | fx_character_invisiblility_off
2800002A = fx_character.fxl | viruscast_split__utility__middle
28000077 = fx_character.fxl | viruscast_split_bolster_health_bolsterhealth3_start
280007F3 = fx_character.fxl | viruscast_split_code_flux_codeflux_middle
280000D1 = fx_character.fxl | viruscast_split_zone_of_powerlessness_zoneofpowerless
280001A0 = fx_character.fxl | viruscast_split_miasma_miasma1
280001E6 = fx_character.fxl | viruscast_split_infect_area_infectarea1_start
28000823 = fx_character.fxl | viruscast_split_deflect_bullets_deflectbullets1_start
28000840 = fx_character.fxl | viruscast_split_advanced_tinkering_advancedtinkering
280009EF = fx_character.fxl | viruscast_split_white_noise_whitenoise_component2
B0000043 = fx_character.fxl | viruscast_split_combat_training_combattraining1_start
58000107 = fx_dialog.fxl | Morpheus_GROUPED MESSAGES_Morpheus_Quest_For_Neos_Remains
58000310 = fx_dialog.fxl | Seraph_Follows_Seraph_OfCourseIWillFollowLeadTheWay
5800033A = fx_dialog.fxl | Niobe_Follows_Niobe_OfCourseLeadTheWay
06000008 = fx_environmental.fxl | Sounds_gen_door_open
8600000A = fx_environmental.fxl | Lightning_Lightning_Small_1_indoor
86000084 = fx_footsteps.fxl | fx_footsteps_Footsteps_Tile_Right
DE000085 = fx_live_events.fxl | event_2_1_fb_boss_corrupted_children_fb_head
DE0000B4 = fx_live_events.fxl | event_2_1_morpheus_morpheus_wake_swarm
28000580 = fx_object.fxl | GameObjects_desk_component_corner
860000EA = fx_object.fxl | fx_object_keyboard
2200001D = fx_object.fxl | fx_object_Interface_white_transition_in
8600016E = fx_object.fxl | fx_object_Usable_search
040000AB = fx_object.fxl | fx_object_Searchlight_sleep2_loop
28000752 = fx_props.fxl | props_dt_largesigns_dt_largesign04_small
28000760 = fx_props.fxl | props_dt_largesigns_dt_largesign13_small
4A000113 = fx_props.fxl | club_props_spotlights_vertical_stationary_stationary_vertical_violet
280005F5 = fx_character.fxl | fx_character_health_boost_cast
86000106 = fx_character.fxl | Emotes_sniffbutt_a_1_male
28000033 = fx_character.fxl | viruscast_split_buffer_overflow_bufferoverflow1_end
2800007C = fx_character.fxl | viruscast_split_cancel_upgrade_cancelupgrade1_end
280000C8 = fx_character.fxl | viruscast_split_combat_hacking_combathacking_start
280001A1 = fx_character.fxl | viruscast_split_miasma_miasma2
280001EA = fx_character.fxl | viruscast_split_infect_area_infectarea2_start
28000992 = fx_character.fxl | viruscast_split_avoidance_avoidance_middle
280009EC = fx_character.fxl | viruscast_split_ravager_ravager_component
280009F0 = fx_character.fxl | viruscast_split_white_noise_whitenoise_component3
12463169 = fx_character.fxl | combat_rev9_components_precise_speed_rightleg
580000FE = fx_dialog.fxl | Morpheus_GROUPED MESSAGES_Morpheus_Greets_Ally
5800016B = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Warns_Threatening_Player
58000176 = fx_dialog.fxl | Persephone_Misc Lines_Persephone_ThatsCorrect
5800019F = fx_dialog.fxl | Merovingian_Arrives at Spot_Merovingian_ThisIsThePlace
580001E6 = fx_dialog.fxl | Merovingian_Thanks for Assistance_Merovingian_ThankYou
5800020A = fx_dialog.fxl | Morpheus_Confronts Following Mero Player_Morpheus_YouWorkForTheMerovingianNowIExpectedBetter
86000149 = fx_environmental.fxl | Sounds_door_prison_open
86000153 = fx_footsteps.fxl | fx_footsteps_Bodyfalls_dirt
86000195 = fx_footsteps.fxl | fx_footsteps_Robot_bodyfall
DE00006D = fx_live_events.fxl | Test_gold_sphere_golden_sphere_ring
B0000036 = fx_live_events.fxl | Cypherite_Debuff
08000BBE = fx_live_events.fxl | winter_snowsim_children_ss2_head
1246313C = fx_live_events_2.fxl | live_event_2_3_altered_corrupted_c_v4_head
12463145 = fx_live_events_2.fxl | Untitled FX
04000088 = fx_npc.fxl | kunoichi_ponytail_gray
28000581 = fx_object.fxl | GameObjects_dresser_large
280009F5 = fx_object.fxl | fx_object_consumables_healthbooster_pills
040000AC = fx_object.fxl | fx_object_Searchlight_sleep3_loop
28000754 = fx_props.fxl | props_dt_largesigns_dt_largesign05_small
28000762 = fx_props.fxl | props_dt_largesigns_dt_largesign14_small
86000105 = fx_character.fxl | Emotes_sniffbutt_a_2_male
28000026 = fx_character.fxl | viruscast_split__health__middle
28000039 = fx_character.fxl | viruscast_split_buffer_overflow_bufferoverflow2_end
28000053 = fx_character.fxl | viruscast_split_enrage_enrage1_middle
28000081 = fx_character.fxl | viruscast_split_cancel_upgrade_cancelupgrade2_end
28000120 = fx_character.fxl | viruscast_split_restore_health_restore_health1
28000147 = fx_character.fxl | viruscast_split_recall_missionteam_recall_missionteam_start
2800017C = fx_character.fxl | viruscast_split_overheat_overheat1_end
280001D7 = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage
280001ED = fx_character.fxl | viruscast_split_improved_hacking_improvedhacking_middle
280009F1 = fx_character.fxl | viruscast_split_white_noise_whitenoise_component4
5800003D = fx_dialog.fxl | Oracle_Misc Lines_Oracle_No
58000007 = fx_dialog.fxl | The General_TheGeneral_Discusses_Agent_Lookalikes
5800007A = fx_dialog.fxl | Morpheus_GROUPED MESSAGES_Morpheus_Thanks_For_Assistance
58000169 = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Satisfied_With_Kiss
58000213 = fx_dialog.fxl | Morpheus_Greets Ally_Morpheus_YourArrivalIsVeryWelcome
5800021B = fx_dialog.fxl | Morpheus_Quest for Neo's Remains_Morpheus_ThisWarIsNotOverTheBattleForMindsOfHumanityContinues
580002C2 = fx_dialog.fxl | Persephone_Speaks to Old Member_Persephone_Congratulations
580002F6 = fx_dialog.fxl | Sati_Greets Enemy_Sati_IDontThinkAnyoneIsExpectingYou
DE00005D = fx_live_events.fxl | event_2_1_corrupted_v3_c_v3_body
0400001B = fx_npc.fxl | elitecomm_redeye
2800048A = fx_object.fxl | fx_object_turn_signals_taxi_turn_right
58000002 = fx_object.fxl | fx_object_phones_Untitled FX
28000569 = fx_object.fxl | GameObjects_active_desktop_computer_white
28000693 = fx_object.fxl | Traps_detect_shock_trap_light
28000756 = fx_props.fxl | props_dt_largesigns_dt_largesign06_small
8600001F = fx_weapon.fxl | fx_weapon_semiauto_pistol1_silver_bullet
86000114 = fx_weapon.fxl | fx_weapon_automaticrifle1_equip
280008E6 = fx_weapon.fxl | fx_weapon_bullet_impacts_robot_RobotShot_HF
280008E9 = fx_weapon.fxl | fx_weapon_bullet_impacts_robot_RobotShot_LB
28000631 = fx_character.fxl | fx_character_overclock
2800070A = fx_character.fxl | combat_rev9_components_energy_speed_righthand
2800003C = fx_character.fxl | viruscast_split_buffer_overflow_bufferoverflow3_end
28000056 = fx_character.fxl | viruscast_split_enrage_enrage2_middle
280000C2 = fx_character.fxl | viruscast_split_combat_enhancements_combatenhancements1_end
28000121 = fx_character.fxl | viruscast_split_restore_health_restore_health2
28000181 = fx_character.fxl | viruscast_split_overheat_overheat2_end
28000814 = fx_character.fxl | viruscast_split_destroy_resolve_destroyresolve1
04000043 = fx_character2.fxl | tacticboost_children_righthand
5800003E = fx_dialog.fxl | Oracle_Misc Lines_Oracle_IDontThinkSo
580001F8 = fx_dialog.fxl | Morpheus_Quest for Neo's Remains_Morpheus_NeoDidntGiveUpOnUsIWillNotGiveUpOnHim
580002D8 = fx_dialog.fxl | Sati_Being Attacked_Sati_Help
5800034D = fx_dialog.fxl | Niobe_Intro and Recruiting_Niobe_TheCouncilIsTooConcernedWithMaintainingTheTruce
1200000D = fx_GoldenTickets.fxl | Transition_Clothing_Buff_V2_Transition_Clothing_Buff
90000004 = fx_object.fxl | GameObjects_floppy_disk
28000972 = fx_object.fxl | fx_object_datanode_rings2
280009BC = fx_object.fxl | fx_object_Interface_neighborhood_names_park_east
28000758 = fx_props.fxl | props_dt_largesigns_dt_largesign07_small
A0000012 = fx_props.fxl | club_props_club_kirin_sign
8600019E = fx_sound_ambient.fxl | World Ext_Westview Spawner
28000468 = fx_weapon.fxl | fx_weapon_bullet_impacts_bullet_impact_concrete
86000115 = fx_weapon.fxl | fx_weapon_automaticrifle2_equip
280008ED = fx_weapon.fxl | fx_weapon_bullet_impacts_robot_RobotShot_MB
280005F6 = fx_character.fxl | fx_character_multipartite_health_boost_cast
860000AA = fx_character.fxl | Emotes_rolldice_roll
28000723 = fx_character.fxl | combat_rev9_components_precise_throw_rightfoot
28000786 = fx_character.fxl | chat_shout
28000059 = fx_character.fxl | viruscast_split_enrage_enrage3_middle
280000F2 = fx_character.fxl | viruscast_split_ui_lag1_uilag1
28000125 = fx_character.fxl | viruscast_split_restore_health_restore_health3
28000153 = fx_character.fxl | viruscast_split_processor_lag_processorlag1_start
580001B8 = fx_dialog.fxl | Merovingian_Comments on Morpheus Hatred_Merovingian_OhMyGodNotHimAgain
58000240 = fx_dialog.fxl | Oracle_Greets Ally_Oracle_HelloThereyoureRightOnTime
580002C6 = fx_dialog.fxl | Persephone_Takes Item_Persephone_VeryGoodYouArentAsincompetentAsHusbandSays
580002EC = fx_dialog.fxl | Sati_Gives Item_Sati_IHaveSomethingForYouHere
28000973 = fx_object.fxl | fx_object_datanode_rings3
124630DD = fx_Pandoras_Box.fxl | Portal_portal_loop_bolts
2800075A = fx_props.fxl | props_dt_largesigns_dt_largesign08_small
86000020 = fx_weapon.fxl | fx_weapon_semiauto_pistol3_silver_bullet
20000001 = test.fxl | snd_city_downtown
280004F8 = fx_character.fxl | fx_character_luggable_upgrade
280005EC = fx_character.fxl | fx_character_delete_ability_cast
28000702 = fx_character.fxl | combat_rev9_components_energy_power_rightfoot_flare
280000E2 = fx_character.fxl | viruscast_split_vector_vector
280000F3 = fx_character.fxl | viruscast_split_ui_lag1_uilag2
28000119 = fx_character.fxl | viruscast_split_revitalize_rsi_revitalize_rsi_middle
28000129 = fx_character.fxl | viruscast_split_restore_health_restore_health4
280008C1 = fx_character.fxl | viruscast_split_stunpulse_stunpulse
280008F8 = fx_character.fxl | viruscast_split_confuse_confuse
280009ED = fx_character.fxl | viruscast_split_stun_stun_component
58000090 = fx_dialog.fxl | Seraph_Misc Lines_Seraph_TheresSomethingWrong
58000119 = fx_dialog.fxl | Sati_Misc Lines_Sati_TheresSomethingWrongHere
58000127 = fx_dialog.fxl | Morpheus_Misc Lines_Morpheus_ISee
5800012A = fx_dialog.fxl | Morpheus_Misc Lines_Morpheus_PathAheadIsUnclear
58000145 = fx_dialog.fxl | Niobe_Cell Phone_Niobe_JobForYou
580001E4 = fx_dialog.fxl | Merovingian_Thanks for Assistance_Merovingian_YourAssistanceWasMostWelcome
58000201 = fx_dialog.fxl | Morpheus_Arrives at Spot_Morpheus_WeHaveArrivedThanksToYou
580002B6 = fx_dialog.fxl | Persephone_Speaks to New Recruit_Persephone_ButThisIsNotAboutMyHusbandIsIt
8600003A = fx_footsteps.fxl | fx_footsteps_Footsteps_Dirt_Right
04000057 = fx_npc.fxl | oligarchs_spawns_spawn
2800069E = fx_object.fxl | fx_object_Interface_construct_circle_1
2800075C = fx_props.fxl | props_dt_largesigns_dt_largesign09_small
22000033 = fx_sound_ambient.fxl | World Ext_Downtown Spawner
04000053 = fx_weapon.fxl | fx_weapon_semiauto_pistol4_silver_bullet
280000D9 = fx_character.fxl | viruscast_split_weapons_boost_weaponsboost
2800012D = fx_character.fxl | viruscast_split_restore_health_restore_health5
28000844 = fx_character.fxl | viruscast_split_daemonboost_daemonboost1
280009D0 = fx_character.fxl | evade_shield_shield_high
28000A4B = fx_character.fxl | gm
860001F3 = fx_character.fxl | Emotes_eat_mero_cake_female
C6000001 = fx_character.fxl | viruscast_split_drain_code_draincode_end
5800003A = fx_dialog.fxl | Oracle_Misc Lines_Oracle_ThatsIt
5800008E = fx_dialog.fxl | Seraph_Misc Lines_Seraph_ThatsNotCorrect
58000164 = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Flirts
5800028B = fx_dialog.fxl | Persephone_Follows_Persephone_IWillStayBehindYouWhereItIsSafe
280005AD = fx_interlock.fxl | fx_interlock_Virus_Launcher_launch_virus_create
12463132 = fx_live_events_2.fxl | live_event_2_3_assassin_aoe
0400005E = fx_npc.fxl | oligarchs_spawns_hitaccelerator
0400006B = fx_npc.fxl | oligarchs_spawns_castbit
2800069F = fx_object.fxl | fx_object_Interface_construct_circle_2
4A000118 = fx_props.fxl | club_props_pandora_sign
20000006 = fx_RichWorldSnds.fxl | Cars_Taxi_idle
280008EA = fx_weapon.fxl | fx_weapon_bullet_impacts_robot_RobotShot_LF
