LITTLE      BIG             SYMBOLICNAME
4c030058 5800034c = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_IMACAPTAININTHEZIONMILITARY
4d030058 5800034d = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_THECOUNCILISTOOCONCERNEDWITHMAINTAININGTHETRUCE
4e030058 5800034e = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_THEYAREGIVINGAWAYTOOMANYOPPORTUNITIESBECAUSE
4f030058 5800034f = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_MORPHEUSWASVERYIMPORTANTTOME
50030058 58000350 = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_ILLBEDAMNEDIFILLSEEHISGOODWORKSRUINEDBECAUSETHECOUNCIL
51030058 58000351 = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_IHAVEAFEWPEOPLEOFMYOWNNOW
52030058 58000352 = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_WEREASMALLGROUPBUTWEBELIEVEINOURCAUSE
53030058 58000353 = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_WECOULDUSESOMEONELIKEYOU
54030058 58000354 = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_IMOFFERINGYOUAPLACEINMYORG
55030058 58000355 = FX_NIOBE_INTRO_AND_RECRUITING_NIOBE_WILLYOUJOINUS
56030058 58000356 = FX_NIOBE_RECEIVES_ITEM_NIOBE_EXCELLENTTHANKYOUFORBRINGINGTHIS
57030058 58000357 = FX_NIOBE_RECEIVES_ITEM_NIOBE_YOUHAVEMYTHANKS
58030058 58000358 = FX_NIOBE_RECEIVES_ITEM_NIOBE_THANKYOUIVEBEENWAITINGFORTHIS
59030058 58000359 = FX_NIOBE_RECEIVES_MESSAGE_NIOBE_IVEBEENWAITINGFORTHISMESSAGETHANKYOU
5a030058 5800035a = FX_NIOBE_RECEIVES_MESSAGE_NIOBE_FINALLYIJUSTHOPEITSGOODNEWS
5b030058 5800035b = FX_NIOBE_RECEIVES_MESSAGE_NIOBE_THANKSFORBRINGINGTHISMESSAGE
5c030058 5800035c = FX_NIOBE_STOPS_FOLLOWING_NIOBE_OKAYBUTDONTWAITTOOLONG
5d030058 5800035d = FX_NIOBE_STOPS_FOLLOWING_NIOBE_WESHOULDKEEPMOVING
5e030058 5800035e = FX_NIOBE_STOPS_FOLLOWING_NIOBE_FINEILLHOLDTHISPOSITION
5f030058 5800035f = FX_NIOBE_THANKS_FOR_ASSISTANCE_NIOBE_THANKSFORYOURASSISTANCE
60030058 58000360 = FX_NIOBE_THANKS_FOR_ASSISTANCE_NIOBE_YOURESETTINGANEXAMPLEFORUSALLTHANKS
61030058 58000361 = FX_NIOBE_THANKS_FOR_ASSISTANCE_NIOBE_THANKSFORTHEHELPKEEPUPTHEGOODWORK
62030058 58000362 = FX_ORACLE_OFFERS_COOKIE_ORACLE_CANIGETYOUTOACCEPTACOOKIETHISTIME
67030058 58000367 = FX_AGENTGRAY_GRADUATION_ACHIEVEDREP16
69030058 58000369 = FX_AGENTGRAY_GRADUATION_ACHIEVEDREP127
6a030058 5800036a = FX_AGENTGRAY_GRADUATION_ACHIEVEDREP81
6c030058 5800036c = FX_AGENTGRAY_GRADUATION_FINISHEDSEDUCTION
6d030058 5800036d = FX_FLOOD_GRADUATION_FINISHEDSEDUCTION
6e030058 5800036e = FX_FLOOD_GRADUATION_ACHIEVEDREP16
6f030058 5800036f = FX_FLOOD_GRADUATION_ACHIEVEDREP81
70030058 58000370 = FX_FLOOD_GRADUATION_ACHIEVEDREP127
71030058 58000371 = FX_TYNDALL_GRADUATION_FINISHEDSEDUCTION
75030058 58000375 = FX_LOCK_GRADUATION_FINISHEDSEDUCTION
7d030058 5800037d = FX_TYNDALL_GRADUATION_ACHIEVEDREP127
7e030058 5800037e = FX_TYNDALL_GRADUATION_ACHIEVEDREP16
7f030058 5800037f = FX_LOCK_GRADUATION_ACHIEVEDREP127
80030058 58000380 = FX_LOCK_GRADUATION_ACHIEVEDREP81
81030058 58000381 = FX_LOCK_GRADUATION_ACHIEVEDREP16
82030058 58000382 = FX_STORYITEMS_CRUCIC
83030058 58000383 = FX_STORYITEMS_TWOAGENTSTALK
84030058 58000384 = FX_STORYITEMS_ARCHITECT
86030058 58000386 = FX_TYNDALL_GRADUATION_ACHIEVEDREP81
88030058 58000388 = FX_LOCK_GRADUATION_FINISHEDINTRO
8e030058 5800038e = FX_MEROVINGIAN_GRADUATION_ACHIEVEDREP81
d0010086 860001d0 = FX_STORYITEMS_MEROVINGIANPERSEPHONEANDTHEASSASIN
d1010086 860001d1 = FX_STORYITEMS_MORPHEUSEXPLAINSHISQUEST
07000072 72000007 = FX_STORYITEMS_NIOBESGIVESSOMEHISTORY1
08000072 72000008 = FX_STORYITEMS_NIOBESGIVESSOMEHISTORY2
09000072 72000009 = FX_STORYITEMS_NIOBESGIVESSOMEHISTORY3
0a000072 7200000a = FX_STORYITEMS_NIOBESGIVESSOMEHISTORY4
c70b0008 08000bc7 = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUSINT_HOWCANWEBETRULYFREEUNTILTHEONEWHOSAVEDUS
c80b0008 08000bc8 = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUSINT_IWILLRETURNNEOTOZIONIFITTAKESMYVERYLASTBREATH
ca0b0008 08000bca = FX_SATI_GIVES_ITEM_SATILETTER_THISISFORYOU
85000028 28000085 = FX_ENVIRONMENTAL_FIRE
2c060022 2200062c = FX_SOUNDS_MATRIXEFFECT_CODELOOP
3600004a 4a000036 = FX_ENVIRONMENTAL_FIRE2
00000060 60000000 = FX_FOOTSTEPS_DEFAULT_LEFT
03000060 60000003 = FX_FOOTSTEPS_DEFAULT_RIGHT
04000060 60000004 = FX_FOOTSTEPS_DEFAULT_WALL_LEFT
05000060 60000005 = FX_FOOTSTEPS_DEFAULT_WALL_RIGHT
88040028 28000488 = FX_FOOTSTEPS_WATER_LEFT
89040028 28000489 = FX_FOOTSTEPS_WATER_RIGHT
2c000086 8600002c = FX_FOOTSTEPS_FOOTSTEPS_CARPET_LEFT
2d000086 8600002d = FX_FOOTSTEPS_FOOTSTEPS_CARPET_RIGHT
36000086 86000036 = FX_FOOTSTEPS_FOOTSTEPS_DIRT_LEFT
3a000086 8600003a = FX_FOOTSTEPS_FOOTSTEPS_DIRT_RIGHT
3e000086 8600003e = FX_FOOTSTEPS_FOOTSTEPS_GRASS_LEFT
42000086 86000042 = FX_FOOTSTEPS_FOOTSTEPS_GRASS_RIGHT
5e000086 8600005e = FX_FOOTSTEPS_FOOTSTEPS_METAL_LEFT
62000086 86000062 = FX_FOOTSTEPS_FOOTSTEPS_METAL_RIGHT
6e000086 8600006e = FX_FOOTSTEPS_FOOTSTEPS_CONCRETE_LEFT
72000086 86000072 = FX_FOOTSTEPS_FOOTSTEPS_CONCRETE_RIGHT
76000086 86000076 = FX_FOOTSTEPS_FOOTSTEPS_WOOD_LEFT
7a000086 8600007a = FX_FOOTSTEPS_FOOTSTEPS_WOOD_RIGHT
83000086 86000083 = FX_FOOTSTEPS_FOOTSTEPS_TILE_LEFT
84000086 86000084 = FX_FOOTSTEPS_FOOTSTEPS_TILE_RIGHT
c5000086 860000c5 = FX_FOOTSTEPS_LADDER_METAL_LADDER_LEFT_FOOT
c6000086 860000c6 = FX_FOOTSTEPS_LADDER_METAL_LADDER_RIGHT_FOOT
23010086 86000123 = FX_FOOTSTEPS_FOOTSTEPS_BRICK_LEFT
24010086 86000124 = FX_FOOTSTEPS_FOOTSTEPS_BRICK_RIGHT
2f010086 8600012f = FX_FOOTSTEPS_LADDER_METAL_LADDER_LEFT_HAND
30010086 86000130 = FX_FOOTSTEPS_LADDER_METAL_LADDER_RIGHT_HAND
3c010086 8600013c = FX_FOOTSTEPS_PIPE_PIPE_LEFT_HAND
3d010086 8600013d = FX_FOOTSTEPS_PIPE_PIPE_RIGHT_HAND
64010086 86000164 = FX_FOOTSTEPS_BAREFOOT_CONCRETE_LEFT
65010086 86000165 = FX_FOOTSTEPS_BAREFOOT_CONCRETE_RIGHT
6a010086 8600016a = FX_FOOTSTEPS_BAREFOOT_TILE_LEFT
6b010086 8600016b = FX_FOOTSTEPS_BAREFOOT_TILE_RIGHT
6c010086 8600016c = FX_FOOTSTEPS_BAREFOOT_WOOD_LEFT
6d010086 8600016d = FX_FOOTSTEPS_BAREFOOT_WOOD_RIGHT
10314612 12463110 = FX_HEALING_GIFT_HEALING_INVUL
12314612 12463112 = FX_HEALING_GIFT_HEALING_NOINVUL
c50b0008 08000bc5 = FX_RSIPILL
55c7de12 12dec755 = FX_JACK_O_LANTERN_BONFIRE
08000060 60000008 = FX_HANDCOMBAT_HIT_HR
09000060 60000009 = FX_HANDCOMBAT_HIT_MR
0a000060 6000000a = FX_HANDCOMBAT_HIT_LF
0c000060 6000000c = FX_HANDCOMBAT_HIT_HL
0d000060 6000000d = FX_HANDCOMBAT_HIT_HF
06000058 58000006 = FX_HANDCOMBAT_HIT_ML
08000058 58000008 = FX_HANDCOMBAT_HIT_LL
09000058 58000009 = FX_HANDCOMBAT_HIT_LR
0a000058 5800000a = FX_HANDCOMBAT_BLOCK_MF
0b000058 5800000b = FX_HANDCOMBAT_BLOCK_LF
0c000058 5800000c = FX_HANDCOMBAT_BLOCK_HL
0d000058 5800000d = FX_HANDCOMBAT_BLOCK_HR
0e000058 5800000e = FX_HANDCOMBAT_BLOCK_HF
0f000058 5800000f = FX_HANDCOMBAT_BLOCK_LL
11000058 58000011 = FX_HANDCOMBAT_BLOCK_LR
12000058 58000012 = FX_HANDCOMBAT_BLOCK_ML
13000058 58000013 = FX_HANDCOMBAT_BLOCK_MR
21000058 58000021 = FX_HANDCOMBAT_BONE_CRACK
13000060 60000013 = FX_HANDCOMBAT_ENTER_BULLET_TIME
14000060 60000014 = FX_HANDCOMBAT_EXIT_BULLET_TIME
c0040028 280004c0 = FX_HANDCOMBAT_HIT_MB
c2040028 280004c2 = FX_HANDCOMBAT_HIT_HL_B
c3040028 280004c3 = FX_HANDCOMBAT_HIT_HF_B
c5040028 280004c5 = FX_HANDCOMBAT_HIT_LF_B
c6040028 280004c6 = FX_HANDCOMBAT_HIT_LL_B
c7040028 280004c7 = FX_HANDCOMBAT_HIT_LR_B
c8040028 280004c8 = FX_HANDCOMBAT_HIT_MF_B
c9040028 280004c9 = FX_HANDCOMBAT_HIT_ML_B
ca040028 280004ca = FX_HANDCOMBAT_HIT_MR_B
cb040028 280004cb = FX_HANDCOMBAT_HIT_HR_B
d5040028 280004d5 = FX_HANDCOMBAT_HIT_HF_C
d6040028 280004d6 = FX_HANDCOMBAT_HIT_HL_C
d7040028 280004d7 = FX_HANDCOMBAT_HIT_HR_C
d8040028 280004d8 = FX_HANDCOMBAT_HIT_LF_C
d9040028 280004d9 = FX_HANDCOMBAT_HIT_LL_C
da040028 280004da = FX_HANDCOMBAT_HIT_LR_C
db040028 280004db = FX_HANDCOMBAT_HIT_MF_C
dc040028 280004dc = FX_HANDCOMBAT_HIT_ML_C
dd040028 280004dd = FX_HANDCOMBAT_HIT_MR_C
17000086 86000017 = FX_HANDCOMBAT_HIT_HB
18000086 86000018 = FX_HANDCOMBAT_HIT_MF
e7060028 280006e7 = FX_BULLET_BODY_HITS_BULLETHIT_HB
ea060028 280006ea = FX_BULLET_BODY_HITS_BULLETHIT_HF
eb060028 280006eb = FX_BULLET_BODY_HITS_BULLETHIT_HL
ec060028 280006ec = FX_BULLET_BODY_HITS_BULLETHIT_HR
ed060028 280006ed = FX_BULLET_BODY_HITS_BULLETHIT_LF
ee060028 280006ee = FX_BULLET_BODY_HITS_BULLETHIT_LL
ef060028 280006ef = FX_BULLET_BODY_HITS_BULLETHIT_LR
f0060028 280006f0 = FX_BULLET_BODY_HITS_BULLETHIT_MB
f1060028 280006f1 = FX_BULLET_BODY_HITS_BULLETHIT_MF
f2060028 280006f2 = FX_BULLET_BODY_HITS_BULLETHIT_ML
f3060028 280006f3 = FX_BULLET_BODY_HITS_BULLETHIT_MR
47070028 28000747 = FX_HANDCOMBAT_HIT_LB
48070028 28000748 = FX_HANDCOMBAT_HIT_LB_B
49070028 28000749 = FX_HANDCOMBAT_HIT_LB_C
80010086 86000180 = FX_HANDCOMBAT_ROBOT_HIT_HB
81010086 86000181 = FX_HANDCOMBAT_ROBOT_HIT_HL
82010086 86000182 = FX_HANDCOMBAT_ROBOT_HIT_HR
83010086 86000183 = FX_HANDCOMBAT_ROBOT_HIT_LB
84010086 86000184 = FX_HANDCOMBAT_ROBOT_HIT_LF
85010086 86000185 = FX_HANDCOMBAT_ROBOT_HIT_LL
86010086 86000186 = FX_HANDCOMBAT_ROBOT_HIT_LR
87010086 86000187 = FX_HANDCOMBAT_ROBOT_HIT_MB
8a010086 8600018a = FX_HANDCOMBAT_ROBOT_HIT_HF
8b010086 8600018b = FX_HANDCOMBAT_ROBOT_HIT_MF
8c010086 8600018c = FX_HANDCOMBAT_ROBOT_HIT_ML
8d010086 8600018d = FX_HANDCOMBAT_ROBOT_HIT_MR
32040028 28000432 = FX_INTERLOCK_IMPACTS_IMPACT_FALLING
59040028 28000459 = FX_INTERLOCK_KI_AURA_BUILDUP
5a040028 2800045a = FX_INTERLOCK_KI_AURA_IMPACT
95040028 28000495 = FX_INTERLOCK_VIRUS_LAUNCHER_GROUND_IMPACT
19050028 28000519 = FX_INTERLOCK_IMPACTS_IMPACT_BULLET
ad050028 280005ad = FX_INTERLOCK_VIRUS_LAUNCHER_LAUNCH_VIRUS_CREATE
ae050028 280005ae = FX_INTERLOCK_VIRUS_LAUNCHER_LAUNCH_VIRUS_HELPFUL
af050028 280005af = FX_INTERLOCK_VIRUS_LAUNCHER_LAUNCH_VIRUS_HURTFUL
070000de de000007 = FX_EVENT_1_1_AGENT_ANDERSON_DEATH
0c0000de de00000c = FX_EVENT_1_1_AGENT_ANDERSON_AOE
41314612 12463141 = FX_LIVE_EVENT_2_3_ASSASSIN_DEATH_ASSASSIN_DEATH_AOE
42314612 12463142 = FX_AGENT_ANDERSON_DEATH_1
450000b0 b0000045 = FX_ASSASSIN_CLOUD_AOE
73040028 28000473 = FX_OBJECT_TRAFFIC_LIGHTS_4L2W_GREEN
74040028 28000474 = FX_OBJECT_TRAFFIC_LIGHTS_4L2W_RED
75040028 28000475 = FX_OBJECT_TRAFFIC_LIGHTS_4L2W_YELLOW
8a040028 2800048a = FX_OBJECT_TURN_SIGNALS_TAXI_TURN_RIGHT
8b040028 2800048b = FX_OBJECT_TURN_SIGNALS_TAXI_TURN_LEFT
8c040028 2800048c = FX_OBJECT_TRAFFIC_LIGHTS_2L2W_RED
8d040028 2800048d = FX_OBJECT_TRAFFIC_LIGHTS_2L2W_GREEN
8f040028 2800048f = FX_OBJECT_TRAFFIC_LIGHTS_2L2W_YELLOW
90040028 28000490 = FX_OBJECT_TRAFFIC_LIGHTS_6L2W_RED
91040028 28000491 = FX_OBJECT_TRAFFIC_LIGHTS_6L2W_YELLOW
93040028 28000493 = FX_OBJECT_TRAFFIC_LIGHTS_6L2W_GREEN
10000060 60000010 = FX_OBJECT_DATA_NODE_AURAL
f9040028 280004f9 = FX_OBJECT_LUGGABLE_AURA
2a050028 2800052a = FX_OBJECT_SELECT_TARGET_SELECT_TARGET
2a060022 2200062a = FX_OBJECT_ELEVATOR_DING
51050028 28000551 = FX_GAMEOBJECTS_BLINKING_DESKPHONE
01000090 90000001 = FX_GAMEOBJECTS_BLINKING_CELLPHONE
02000090 90000002 = FX_GAMEOBJECTS_FILE_FOLDER
03000090 90000003 = FX_GAMEOBJECTS_MONITOR_ON
04000090 90000004 = FX_GAMEOBJECTS_FLOPPY_DISK
5f050028 2800055f = FX_GAMEOBJECTS_STREETSIGN_FLAT
61050028 28000561 = FX_GAMEOBJECTS_STREETSIGN_POINTINGLEFT
65050028 28000565 = FX_OBJECT_PING
69050028 28000569 = FX_GAMEOBJECTS_ACTIVE_DESKTOP_COMPUTER_WHITE
6a050028 2800056a = FX_GAMEOBJECTS_ACTIVE_LAPTOP_COMPUTER
6b050028 2800056b = FX_GAMEOBJECTS_ACTIVE_DESKTOP_COMPUTER_BLACK
6c050028 2800056c = FX_GAMEOBJECTS_MOTION_SENSOR
6f050028 2800056f = FX_GAMEOBJECTS_DESK_LAB1
70050028 28000570 = FX_GAMEOBJECTS_DESK_LAB2
71050028 28000571 = FX_GAMEOBJECTS_DESK_LAB3
72050028 28000572 = FX_GAMEOBJECTS_DESK_LAB4
73050028 28000573 = FX_GAMEOBJECTS_DESK_LAB5
74050028 28000574 = FX_GAMEOBJECTS_DESK_LAB6
75050028 28000575 = FX_GAMEOBJECTS_DESK_MED_1
76050028 28000576 = FX_GAMEOBJECTS_DESK_MED_2
77050028 28000577 = FX_GAMEOBJECTS_DESK_MED_3
78050028 28000578 = FX_GAMEOBJECTS_DESK_MED_4
79050028 28000579 = FX_GAMEOBJECTS_DESK_MED_5
7a050028 2800057a = FX_GAMEOBJECTS_DESK_MED_1_SLUM
7b050028 2800057b = FX_GAMEOBJECTS_DESK_MED_2_SLUM
7c050028 2800057c = FX_GAMEOBJECTS_DESK_LARGE_1
7d050028 2800057d = FX_GAMEOBJECTS_DESK_LARGE_2
7e050028 2800057e = FX_GAMEOBJECTS_DESK_COMPONENT_LEFT
7f050028 2800057f = FX_GAMEOBJECTS_DESK_COMPONENT_RIGHT
80050028 28000580 = FX_GAMEOBJECTS_DESK_COMPONENT_CORNER
81050028 28000581 = FX_GAMEOBJECTS_DRESSER_LARGE
82050028 28000582 = FX_GAMEOBJECTS_DRESSER_MED
83050028 28000583 = FX_GAMEOBJECTS_DRESSER_WIDE
84050028 28000584 = FX_GAMEOBJECTS_DRESSER_LARGE_SLUM1
85050028 28000585 = FX_GAMEOBJECTS_DRESSER_LARGE_SLUM2
86050028 28000586 = FX_GAMEOBJECTS_DRESSER_MED_SLUM1
87050028 28000587 = FX_GAMEOBJECTS_DRESSER_MED_SLUM2
88050028 28000588 = FX_GAMEOBJECTS_DRESSER_WIDE_SLUM1
89050028 28000589 = FX_GAMEOBJECTS_DRESSER_WIDE_SLUM2
8e050028 2800058e = FX_TRAPS_LASERHALL_RED_4M_OFF
8f050028 2800058f = FX_TRAPS_LASERHALL_RED_4M_ON
90050028 28000590 = FX_TRAPS_LASERDOOR_RED3_ON
91050028 28000591 = FX_TRAPS_LASERDOOR_RED_OFF
92050028 28000592 = FX_TRAPS_LASERDOOR_GREEN3_ON
93050028 28000593 = FX_TRAPS_LASERDOOR_GREEN_OFF
94050028 28000594 = FX_TRAPS_LASERDOOR_GREEN2_ON
95050028 28000595 = FX_TRAPS_LASERDOOR_RED2_ON
97050028 28000597 = FX_TRAPS_LASERDOOR_GREEN1_ON
98050028 28000598 = FX_TRAPS_LASERDOOR_RED1_ON
ca050028 280005ca = FX_GAMEOBJECTS_ALARM_BUTTON
58060028 28000658 = FX_OBJECT_GLITCH
55060022 22000655 = FX_OBJECT_SELECT_TARGET_SELECT_CHAR
5b060028 2800065b = FX_GAMEOBJECTS_ACCESS_NODE
5d060028 2800065d = FX_TRAPS_LASERDOORDOUBLE_GREEN_ON
5e060028 2800065e = FX_TRAPS_LASERDOORDOUBLE_GREEN_OFF
62060028 28000662 = FX_OBJECT_CONSUMABLES_PILLS
63060028 28000663 = FX_OBJECT_CONSUMABLES_AIRHYPO
64060028 28000664 = FX_OBJECT_CONSUMABLES_EYEDROPS
65060028 28000665 = FX_OBJECT_CONSUMABLES_INHALER
66060028 28000666 = FX_GAMEOBJECTS_WOODEN_STAKE
6d060028 2800066d = FX_OBJECT_MISSIONOBJECT_CRITICAL
75060028 28000675 = FX_GAMEOBJECTS_DESKPHONE
76060028 28000676 = FX_GAMEOBJECTS_CELLPHONE
7b060028 2800067b = FX_TRAPS_CODE_TRAP_DEADLY
7d060028 2800067d = FX_TRAPS_CODE_TRAP_DANGEROUS
7f060028 2800067f = FX_TRAPS_CODE_TRAP_LIGHT
81060028 28000681 = FX_TRAPS_DETECT_CODE_TRAP_DANGEROUS
84060028 28000684 = FX_TRAPS_DETECT_CODE_TRAP_DEADLY
85060028 28000685 = FX_TRAPS_DETECT_CODE_TRAP_LIGHT
86060028 28000686 = FX_TRAPS_SHOCK_TRAP_DANGEROUS
88060028 28000688 = FX_TRAPS_SHOCK_TRAP_LIGHT
89060028 28000689 = FX_TRAPS_SHOCK_TRAP_DEADLY
91060028 28000691 = FX_TRAPS_DETECT_SHOCK_TRAP_DANGEROUS
92060028 28000692 = FX_TRAPS_DETECT_SHOCK_TRAP_DEADLY
93060028 28000693 = FX_TRAPS_DETECT_SHOCK_TRAP_LIGHT
99060028 28000699 = FX_GAMEOBJECTS_CRYSTAL_STAKE
0200003a 3a000002 = FX_OBJECT_SELECT_TARGET_SELECT_TARGET_PASSIVE
0400003a 3a000004 = FX_OBJECT_SELECT_TARGET_SELECT_OBJECT
3e070028 2800073e = FX_OBJECT_LIGHT_GLARE_LIGHT_GLARE_WHITE
3f070028 2800073f = FX_OBJECT_LIGHT_GLARE_LIGHT_GLARE_RED
40070028 28000740 = FX_OBJECT_LIGHT_GLARE_LIGHT_GLARE_AMBER
41070028 28000741 = FX_OBJECT_LIGHT_GLARE_LIGHT_GLARE_SALMON
42070028 28000742 = FX_OBJECT_LIGHT_GLARE_LIGHT_GLARE_PURPLE
70070028 28000770 = FX_GAMEOBJECTS_BLACK_BOX
71070028 28000771 = FX_GAMEOBJECTS_PDA
79070028 28000779 = FX_OBJECT_INTERFACE_CAMERA
7d070028 2800077d = FX_OBJECT_INTERFACE_ICON_BLINK
90070028 28000790 = FX_OBJECT_CORRUPT_CODE
91070028 28000791 = FX_OBJECT_INTERFACE_WHITE_TRANSITION
92070028 28000792 = FX_OBJECT_INTERFACE_FADE_TO_BLACK
93070028 28000793 = FX_OBJECT_INTERFACE_FADE_FROM_BLACK
06000028 28000006 = FX_GAMEOBJECTS_ACTIVE_DESKTOP_COMPUTER_ALIENWARE
07000028 28000007 = FX_OBJECT_INTERFACE_TUTORIAL_TRANSITION
1b000022 2200001b = FX_OBJECT_INTERFACE_TUTORIAL_TRANSITION_2
1c000022 2200001c = FX_OBJECT_INTERFACE_TUTORIAL_TRANSITION_3
0a000028 2800000a = FX_OBJECT_INTERFACE_TAB_BLINK
0e000028 2800000e = FX_OBJECT_INTERFACE_ICON_CHAT_BLINK
1d000022 2200001d = FX_OBJECT_INTERFACE_WHITE_TRANSITION_IN
1e000022 2200001e = FX_OBJECT_INTERFACE_WHITE_TRANSITION_OUT
31080028 28000831 = FX_OBJECT_INTERFACE_NEW_ICON
34080028 28000834 = FX_OBJECT_INTERFACE_TACTIC_ABILITY_GLOW_POWER
35080028 28000835 = FX_OBJECT_INTERFACE_TACTIC_ABILITY_GLOW_SPEED
36080028 28000836 = FX_OBJECT_INTERFACE_TACTIC_ABILITY_GLOW_BLOCK
37080028 28000837 = FX_OBJECT_INTERFACE_TACTIC_ABILITY_GLOW_GRAB
6b090028 2800096b = FX_OBJECT_DATA_NODE_TINY
6c090028 2800096c = FX_OBJECT_DATA_NODE_SMALL
6d090028 2800096d = FX_OBJECT_DATA_NODE_MEDIUM
6e090028 2800096e = FX_OBJECT_DATA_NODE_LARGE
71090028 28000971 = FX_OBJECT_DATA_NODE_MOTHERLODE
95090028 28000995 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_ACHAN
97090028 28000997 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_AKASAKA
98090028 28000998 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_APOLLYON
99090028 28000999 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_BALDWIN_HEIGHTS
9a090028 2800099a = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_BATHARY_ROW
9b090028 2800099b = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_CAMON_HEIGHTS
9c090028 2800099c = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_CENTER_PARK
9d090028 2800099d = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_CHELSEA
9e090028 2800099e = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_CRESTON_HEIGHTS
9f090028 2800099f = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_DANNAH_HEIGHTS
a0090028 280009a0 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_DISTRICT_SHINJUKU
a1090028 280009a1 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_DISTRICT_SHIRAKABA
a2090028 280009a2 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_DISTRICT_UENO
a3090028 280009a3 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_EDGEWATER
a4090028 280009a4 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_ESHEAN_PROJECTS
a5090028 280009a5 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_FURIHATA
a6090028 280009a6 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_GRACY_HEIGHTS
a7090028 280009a7 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_GUINNESS_LAKE
a8090028 280009a8 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_HAMPTON_GREEN
a9090028 280009a9 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_HISTORIC_DISTRICT
aa090028 280009aa = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_IKEBUKURO
ab090028 280009ab = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_INDUSTRY_SQUARE
ac090028 280009ac = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_JURONG
ad090028 280009ad = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_KAEDE
ae090028 280009ae = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_KEDEMOTH
af090028 280009af = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_KOWLOON
b0090028 280009b0 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_LAMAR
b1090028 280009b1 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_LEMONE
b2090028 280009b2 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_LUCERO_POINT
b3090028 280009b3 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MAGOG
b4090028 280009b4 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MANNSDALE
b5090028 280009b5 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MANSSEN_PARK
b6090028 280009b6 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MARA
b7090028 280009b7 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MARIBEAU
b8090028 280009b8 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MIDIAN_PARK
b9090028 280009b9 = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MORIAH_PROJECTS
ba090028 280009ba = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MORRELL
bb090028 280009bb = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_MURASAKI
bc090028 280009bc = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_PARK_EAST
bd090028 280009bd = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_PILSEN
be090028 280009be = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_ROGERS_WAY
bf090028 280009bf = FX_OBJECT_INTERFACE_NEIGHBORHOOD_NAMES_SAI_KUNG
